encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,0,0,0,1,0,0,0,0,0,0,7.06
0,1,0,0,1,0,0,0,0,0,0,3.46
0,0,1,0,0,0,0,0,0,0,0,7.55
0,0,0,1,0,0,0,0,0,0,0,7.43
0,0,0,0,1,0,0,0,0,0,0,3.82
0,0,0,0,0,1,0,0,0,0,0,3.81
0,0,0,0,0,0,1,0,0,0,0,65.02
0,0,0,0,0,0,1,1,0,0,0,84.93
0,0,1,0,0,0,0,0,1,0,0,4.84
0,0,1,0,0,0,0,0,0,1,0,65.78
0,0,0,0,1,0,0,0,0,0,1,3.93
0,1,0,0,0,1,0,1,1,1,0,5.05
1,0,0,0,0,0,1,1,1,1,0,47.48
1,1,0,0,0,1,0,1,1,1,0,8.31
1,1,0,0,0,0,1,1,1,1,0,44.11
1,1,1,0,0,0,0,1,1,1,0,8.11
1,1,0,1,0,0,0,1,1,1,0,6.89
1,1,0,0,1,0,0,1,1,1,0,7.13
1,1,1,0,0,0,0,0,1,1,0,7.88
1,1,1,0,0,0,0,1,0,1,0,10.68
1,1,0,1,0,0,0,1,1,0,0,8.0
1,1,0,1,0,0,0,0,1,1,0,6.88
1,1,1,0,0,0,0,0,0,0,0,10.46
1,0,1,0,0,0,0,0,0,0,0,10.21
1,0,0,1,0,0,0,0,0,0,0,10.57
1,0,0,0,0,1,0,0,0,0,0,7.12
1,0,0,0,0,0,1,0,0,0,0,73.02
1,0,0,1,0,0,0,1,0,0,0,7.16
1,0,0,1,0,0,0,0,1,0,0,6.46
1,0,0,1,0,0,0,0,0,1,0,7.11
1,0,0,0,1,0,0,0,0,0,1,7.12
0,1,1,0,0,0,0,0,0,0,0,7.07
0,1,0,1,0,0,0,0,0,0,0,7.24
0,1,0,0,0,1,0,0,0,0,0,3.78
0,1,0,0,0,0,1,0,0,0,0,57.08
0,1,0,1,0,0,0,1,0,0,0,3.78
0,1,0,1,0,0,0,0,1,0,0,4.91
0,1,0,0,1,0,0,0,0,1,0,7.53
0,1,0,0,1,0,0,0,0,0,1,3.94
0,0,1,0,0,0,0,1,0,0,0,7.5
0,0,0,1,0,0,0,1,0,0,0,7.53
0,0,0,1,0,0,0,0,1,0,0,7.43
0,0,0,1,0,0,0,0,0,1,0,4.88
0,0,0,0,1,0,0,1,0,0,0,7.53
0,0,0,0,1,0,0,0,1,0,0,3.91
0,0,0,0,1,0,0,0,0,1,0,3.82
0,0,0,0,0,1,0,1,0,0,0,3.91
0,0,0,0,0,1,0,0,1,0,0,3.66
0,0,0,0,0,1,0,0,0,1,0,3.79
0,0,0,0,0,0,1,0,1,0,0,3.72
0,0,0,0,0,0,1,0,0,1,0,44.79
0,0,0,1,0,0,0,1,1,0,0,3.83
0,0,1,0,0,0,0,1,0,1,0,7.44
0,0,0,0,1,0,0,1,0,0,1,3.82
0,0,0,0,1,0,0,0,1,1,1,5.02
0,0,0,0,1,0,0,0,1,0,1,3.86
0,0,0,0,1,0,0,0,0,1,1,3.82
0,0,0,0,0,0,1,1,1,1,0,44.25
0,1,0,0,0,0,1,1,1,1,0,41.04
0,1,0,0,1,0,0,1,1,1,0,3.68
0,1,1,0,0,0,0,1,1,1,0,5.18
0,1,0,1,0,0,0,1,1,1,0,3.84
0,1,0,0,1,0,0,1,1,1,1,3.87
0,1,0,0,0,1,0,0,1,1,0,7.54
0,1,0,0,0,1,0,1,0,1,0,5.05
0,1,0,0,1,0,0,1,1,0,1,3.82
1,0,0,0,1,0,0,1,1,1,0,8.0
1,0,0,1,0,0,0,1,1,1,0,7.1
1,0,0,0,1,0,0,1,1,1,1,6.87
1,0,0,0,0,1,0,1,1,1,0,8.24
1,0,0,0,1,0,0,0,1,1,1,7.1
1,0,0,0,0,0,1,1,0,1,0,10.45
1,0,0,1,0,0,0,1,1,0,0,7.08
1,0,1,0,0,0,0,1,1,1,0,7.89
1,1,0,0,1,0,0,0,1,1,0,7.85
1,1,0,0,0,1,0,1,0,1,0,7.17
1,1,0,0,0,0,1,1,1,0,0,6.92
1,1,0,0,0,1,0,1,1,0,0,47.73
1,1,0,0,1,0,0,1,1,1,1,7.09
1,1,1,0,0,0,0,1,1,0,0,7.06
1,1,0,0,1,0,0,0,1,1,1,6.88
1,1,0,0,1,0,0,1,1,0,0,6.8
