OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,throughput
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,19473.6017608214
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,18746.236360602
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,19470.7301075889
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,19349.3536915754
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,19362.8619492486
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,19295.4180528112
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,18799.3913919446
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,21091.9202025584
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,18745.1001207155
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,17000.9916053009
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,17653.1062720142
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,19437.0238885595
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,17352.1025991323
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,18191.938133347
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20099.7881518888
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18965.7388190176
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18812.156212696
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,25552.8059319211
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22112.9947491059
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,25871.5131182253
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,25814.8185381751
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,23888.242688187
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,19997.9177350469
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25163.940419695
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20116.8280672139
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,21422.0333066869
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21329.4486863233
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,25839.6895436728
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19343.7249002015
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26045.987968455
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18787.1089222449
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20526.2392630211
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,19765.2194006791
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21211.053693222
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,24862.7342427606
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20860.6651600989
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17019.5211954464
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24980.678447529
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21609.1158392989
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,24590.2946707109
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18062.352920614
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,21008.9619530052
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20446.0048382422
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21154.1390420343
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19626.7113708625
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20372.1199447564
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18960.4267173207
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19231.7991799503
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16112.4650231281
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18253.9719508913
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19792.5806586959
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20417.4161052871
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17799.8532565972
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18654.1967526898
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,25824.7833593241
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,26683.3391047944
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19019.9835426608
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18416.319432182
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17830.5479862729
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25831.3765799507
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,19516.2834784406
